QueryId,Tokens,Tokens_Old,Tags_Pred,Tags_Labeled,Spans_Pred,Spans_Labeled,SpansId_Pred,SpansId_Labeled,OrderId
452,▁of,▁of,O,O,None,None,-1,-1,4419
452,▁customers,▁customers,O,O,None,None,-1,-1,4420
452,▁who,▁who,O,O,None,None,-1,-1,4421
452,▁are,▁are,O,O,None,None,-1,-1,4422
452,▁alumni,▁alumni,O,O,None,None,-1,-1,4423
452,▁of,▁of,O,O,None,None,-1,-1,4424
452,▁mit,▁mit,O,B-ORG,None,mit,-1,9,4425
452,.,.,O,O,None,None,-1,-1,4426
453,▁,▁,O,O,None,None,-1,-1,4427
453,123456,123456,O,O,None,None,-1,-1,4428
453,▁is,▁is,O,O,None,None,-1,-1,4429
453,▁the,▁the,O,O,None,None,-1,-1,4430
453,▁fax,▁fax,O,O,None,None,-1,-1,4431
453,▁number,▁number,O,O,None,None,-1,-1,4432
453,▁listed,▁listed,O,O,None,None,-1,-1,4433
453,▁for,▁for,O,O,None,None,-1,-1,4434
453,▁which,▁which,O,O,None,None,-1,-1,4435
453,▁customer,▁customer,O,O,None,None,-1,-1,4436
453,?,?,O,O,None,None,-1,-1,4437
454,▁lead,▁lead,O,O,None,None,-1,-1,4438
454,▁in,▁in,O,O,None,None,-1,-1,4439
454,▁boston,▁boston,B-GPE,B-GPE,boston,boston,2,2,4440
455,▁contact,▁contact,O,O,None,None,-1,-1,4441
455,▁whose,▁whose,O,O,None,None,-1,-1,4442
455,▁greet,▁greet,O,O,None,None,-1,-1,4443
455,▁is,▁is,O,O,None,None,-1,-1,4444
455,▁Dr,▁Dr,O,O,None,None,-1,-1,4445
456,▁Contacts,▁Contacts,O,O,None,None,-1,-1,4446
456,▁email,▁email,O,O,None,None,-1,-1,4447
456,address,address,O,O,None,None,-1,-1,4448
456,▁contains,▁contains,O,O,None,None,-1,-1,4449
456,▁abc,▁abc,O,O,None,None,-1,-1,4450
457,▁Provide,▁Provide,O,O,None,None,-1,-1,4451
457,▁the,▁the,O,O,None,None,-1,-1,4452
457,▁profile,▁profile,O,O,None,None,-1,-1,4453
457,▁of,▁of,O,O,None,None,-1,-1,4454
457,▁customers,▁customers,O,O,None,None,-1,-1,4455
457,▁answering,▁answering,O,O,None,None,-1,-1,4456
457,▁false,▁false,O,O,None,None,-1,-1,4457
457,▁to,▁to,O,O,None,None,-1,-1,4458
457,▁don,▁don,O,O,None,None,-1,-1,4459
457,',',O,O,None,None,-1,-1,4460
457,t,t,O,O,None,None,-1,-1,4461
457,▁mail,▁mail,O,O,None,None,-1,-1,4462
457,▁by,▁by,O,O,None,None,-1,-1,4463
457,▁post,▁post,O,O,None,None,-1,-1,4464
457,.,.,O,O,None,None,-1,-1,4465
458,▁contact,▁contact,O,O,None,None,-1,-1,4466
458,▁prefers,▁prefers,O,O,None,None,-1,-1,4467
458,▁phone,▁phone,O,O,None,None,-1,-1,4468
458,▁calls,▁calls,O,O,None,None,-1,-1,4469
459,▁sales,▁sales,O,O,None,None,-1,-1,4470
459,▁is,▁is,O,O,None,None,-1,-1,4471
459,▁the,▁the,O,O,None,None,-1,-1,4472
459,▁department,▁department,O,O,None,None,-1,-1,4473
459,▁for,▁for,O,O,None,None,-1,-1,4474
459,▁which,▁which,O,O,None,None,-1,-1,4475
459,▁customer,▁customer,O,O,None,None,-1,-1,4476
459,▁profile,▁profile,O,O,None,None,-1,-1,4477
459,?,?,O,O,None,None,-1,-1,4478
460,▁Customer,▁Customer,O,O,None,None,-1,-1,4479
460,▁profile,▁profile,O,O,None,None,-1,-1,4480
460,▁with,▁with,O,O,None,None,-1,-1,4481
460,▁churn,▁churn,O,O,None,None,-1,-1,4482
460,▁score,▁score,O,O,None,None,-1,-1,4483
460,▁over,▁over,O,B-CARDINAL,None,over 100,-1,5,4484
460,▁100,▁100,B-CARDINAL,I-CARDINAL,100,over 100,6,5,4485
461,▁customers,▁customers,O,O,None,None,-1,-1,4486
461,▁that,▁that,O,O,None,None,-1,-1,4487
461,▁live,▁live,O,O,None,None,-1,-1,4488
461,▁in,▁in,O,O,None,None,-1,-1,4489
461,▁the,▁the,O,O,None,None,-1,-1,4490
461,▁city,▁city,O,O,None,None,-1,-1,4491
461,▁of,▁of,O,O,None,None,-1,-1,4492
461,▁vancouver,▁vancouver,B-GPE,B-GPE,vancouver,vancouver,7,7,4493
462,▁mobile,▁mobile,O,O,None,None,-1,-1,4494
462,▁phone,▁phone,O,O,None,None,-1,-1,4495
462,▁is,▁is,O,O,None,None,-1,-1,4496
462,▁em,▁em,O,O,None,None,-1,-1,4497
462,t,t,O,O,None,None,-1,-1,4498
462,py,py,O,O,None,None,-1,-1,4499
463,▁Find,▁Find,O,O,None,None,-1,-1,4500
463,▁customers,▁customers,O,O,None,None,-1,-1,4501
463,▁who,▁who,O,O,None,None,-1,-1,4502
463,▁allow,▁allow,O,O,None,None,-1,-1,4503
463,▁postal,▁postal,O,O,None,None,-1,-1,4504
463,▁mail,▁mail,O,O,None,None,-1,-1,4505
463,.,.,O,O,None,None,-1,-1,4506
464,▁account,▁account,O,O,None,None,-1,-1,4507
464,▁postal,▁postal,O,O,None,None,-1,-1,4508
464,▁code,▁code,O,O,None,None,-1,-1,4509
464,▁in,▁in,O,O,None,None,-1,-1,4510
464,▁WA,▁WA,B-GPE,B-GPE,WA,WA,4,4,4511
464,▁980,▁980,O,O,None,None,-1,-1,4512
464,74,74,O,O,None,None,-1,-1,4513
465,▁contact,▁contact,O,O,None,None,-1,-1,4514
465,▁whose,▁whose,O,O,None,None,-1,-1,4515
465,▁characterization,▁characterization,O,O,None,None,-1,-1,4516
465,▁contains,▁contains,O,O,None,None,-1,-1,4517
465,▁campaign,▁campaign,O,O,None,None,-1,-1,4518
466,▁contacts,▁contacts,O,O,None,None,-1,-1,4519
466,▁job,▁job,O,O,None,None,-1,-1,4520
466,▁title,▁title,O,O,None,None,-1,-1,4521
466,▁is,▁is,O,O,None,None,-1,-1,4522
466,▁CEO,▁CEO,O,O,None,None,-1,-1,4523
467,▁lead,▁lead,O,O,None,None,-1,-1,4524
467,▁whose,▁whose,O,O,None,None,-1,-1,4525
467,▁company,▁company,O,O,None,None,-1,-1,4526
467,name,name,O,O,None,None,-1,-1,4527
467,▁is,▁is,O,O,None,None,-1,-1,4528
467,▁microsoft,▁microsoft,O,B-ORG,None,microsoft,-1,5,4529
468,▁City,▁City,O,O,None,None,-1,-1,4530
468,▁is,▁is,O,O,None,None,-1,-1,4531
468,▁Vancouver,▁Vancouver,B-GPE,B-GPE,Vancouver,Vancouver,2,2,4532
469,▁Which,▁Which,O,O,None,None,-1,-1,4533
469,▁customers,▁customers,O,O,None,None,-1,-1,4534
469,▁had,▁had,O,O,None,None,-1,-1,4535
469,▁their,▁their,O,O,None,None,-1,-1,4536
469,▁record,▁record,O,O,None,None,-1,-1,4537
469,▁created,▁created,O,O,None,None,-1,-1,4538
469,▁last,▁last,B-DATE,B-DATE,last month,last month,6,6,4539
469,▁month,▁month,I-DATE,I-DATE,last month,last month,6,6,4540
469,?,?,O,O,None,None,-1,-1,4541
470,▁Which,▁Which,O,O,None,None,-1,-1,4542
470,▁customers,▁customers,O,O,None,None,-1,-1,4543
470,▁have,▁have,O,O,None,None,-1,-1,4544
470,▁more,▁more,B-CARDINAL,B-CARDINAL,more than 3,more than 3,3,3,4545
470,▁than,▁than,I-CARDINAL,I-CARDINAL,more than 3,more than 3,3,3,4546
470,▁3,▁3,I-CARDINAL,I-CARDINAL,more than 3,more than 3,3,3,4547
470,▁kids,▁kids,O,O,None,None,-1,-1,4548
470,▁and,▁and,O,O,None,None,-1,-1,4549
470,▁whose,▁whose,O,O,None,None,-1,-1,4550
470,▁job,▁job,O,O,None,None,-1,-1,4551
470,▁title,▁title,O,O,None,None,-1,-1,4552
470,▁is,▁is,O,O,None,None,-1,-1,4553
470,▁ceo,▁ceo,O,O,None,None,-1,-1,4554
470,?,?,O,O,None,None,-1,-1,4555
471,▁Find,▁Find,O,O,None,None,-1,-1,4556
471,▁the,▁the,O,O,None,None,-1,-1,4557
471,▁profile,▁profile,O,O,None,None,-1,-1,4558
471,▁of,▁of,O,O,None,None,-1,-1,4559
471,▁the,▁the,O,O,None,None,-1,-1,4560
471,▁customer,▁customer,O,O,None,None,-1,-1,4561
471,▁with,▁with,O,O,None,None,-1,-1,4562
471,▁a,▁a,O,O,None,None,-1,-1,4563
471,▁churn,▁churn,O,O,None,None,-1,-1,4564
471,▁score,▁score,O,O,None,None,-1,-1,4565
471,▁over,▁over,O,B-CARDINAL,None,over 100,-1,10,4566
471,▁100,▁100,B-CARDINAL,I-CARDINAL,100,over 100,11,10,4567
471,.,.,O,O,None,None,-1,-1,4568
472,▁customers,▁customers,O,O,None,None,-1,-1,4569
472,▁not,▁not,O,O,None,None,-1,-1,4570
472,▁in,▁in,O,O,None,None,-1,-1,4571
472,▁m,▁m,O,O,None,None,-1,-1,4572
472,s,s,O,O,None,None,-1,-1,4573
472,email,email,O,O,None,None,-1,-1,4574
472,s,s,O,O,None,None,-1,-1,4575
473,▁account,▁account,O,O,None,None,-1,-1,4576
473,▁with,▁with,O,O,None,None,-1,-1,4577
473,▁re,▁re,O,O,None,None,-1,-1,4578
473,ve,ve,O,O,None,None,-1,-1,4579
473,▁>,▁>,B-MONEY,B-MONEY,> $1M,> $1M,4,4,4580
473,▁$,▁$,I-MONEY,I-MONEY,> $1M,> $1M,4,4,4581
473,1,1,I-MONEY,I-MONEY,> $1M,> $1M,4,4,4582
473,M,M,I-MONEY,I-MONEY,> $1M,> $1M,4,4,4583
473,▁and,▁and,O,O,None,None,-1,-1,4584
473,▁state,▁state,O,O,None,None,-1,-1,4585
473,▁is,▁is,O,O,None,None,-1,-1,4586
473,▁NY,▁NY,B-GPE,B-GPE,NY,NY,11,11,4587
474,▁contact,▁contact,O,O,None,None,-1,-1,4588
474,▁who,▁who,O,O,None,None,-1,-1,4589
474,▁prefer,▁prefer,O,O,None,None,-1,-1,4590
474,▁meeting,▁meeting,O,O,None,None,-1,-1,4591
474,▁on,▁on,O,O,None,None,-1,-1,4592
474,▁monday,▁monday,B-DATE,B-DATE,monday,monday,5,5,4593
474,▁but,▁but,O,O,None,None,-1,-1,4594
474,▁not,▁not,O,O,None,None,-1,-1,4595
474,▁morning,▁morning,O,B-TIME,None,morning,-1,8,4596
475,▁Find,▁Find,O,O,None,None,-1,-1,4597
475,▁customers,▁customers,O,O,None,None,-1,-1,4598
475,▁whose,▁whose,O,O,None,None,-1,-1,4599
475,▁credits,▁credits,O,O,None,None,-1,-1,4600
475,▁completed,▁completed,O,O,None,None,-1,-1,4601
475,▁is,▁is,O,O,None,None,-1,-1,4602
475,▁more,▁more,B-CARDINAL,B-CARDINAL,more than 100,more than 100,6,6,4603
475,▁than,▁than,I-CARDINAL,I-CARDINAL,more than 100,more than 100,6,6,4604
475,▁100,▁100,I-CARDINAL,I-CARDINAL,more than 100,more than 100,6,6,4605
475,.,.,O,O,None,None,-1,-1,4606
476,▁account,▁account,O,O,None,None,-1,-1,4607
476,▁number,▁number,O,O,None,None,-1,-1,4608
476,of,of,O,O,None,None,-1,-1,4609
476,Open,Open,O,O,None,None,-1,-1,4610
476,Opportun,Opportun,O,O,None,None,-1,-1,4611
476,ities,ities,O,O,None,None,-1,-1,4612
476,▁>,▁>,O,B-CARDINAL,None,> 5,-1,6,4613
476,▁5,▁5,B-CARDINAL,I-CARDINAL,5,> 5,7,6,4614
476,▁and,▁and,O,O,None,None,-1,-1,4615
476,▁sum,▁sum,O,O,None,None,-1,-1,4616
476,of,of,O,O,None,None,-1,-1,4617
476,open,open,O,O,None,None,-1,-1,4618
476,rev,rev,O,O,None,None,-1,-1,4619
476,▁>,▁>,O,B-MONEY,None,> 100m,-1,13,4620
476,▁100,▁100,B-QUANTITY,I-MONEY,100m,> 100m,14,13,4621
476,m,m,I-QUANTITY,I-MONEY,100m,> 100m,14,13,4622
477,▁Find,▁Find,O,O,None,None,-1,-1,4623
477,▁customers,▁customers,O,O,None,None,-1,-1,4624
477,▁with,▁with,O,O,None,None,-1,-1,4625
477,▁a,▁a,O,O,None,None,-1,-1,4626
477,▁culture,▁culture,O,O,None,None,-1,-1,4627
477,▁of,▁of,O,O,None,None,-1,-1,4628
477,▁abc,▁abc,O,O,None,None,-1,-1,4629
477,▁and,▁and,O,O,None,None,-1,-1,4630
477,▁that,▁that,O,O,None,None,-1,-1,4631
477,▁uses,▁uses,O,O,None,None,-1,-1,4632
477,▁us,▁us,O,O,None,None,-1,-1,4633
477,d,d,O,O,None,None,-1,-1,4634
477,▁currency,▁currency,O,O,None,None,-1,-1,4635
477,.,.,O,O,None,None,-1,-1,4636
478,▁active,▁active,O,O,None,None,-1,-1,4637
478,▁male,▁male,O,O,None,None,-1,-1,4638
478,▁contacts,▁contacts,O,O,None,None,-1,-1,4639
478,▁who,▁who,O,O,None,None,-1,-1,4640
478,▁born,▁born,O,O,None,None,-1,-1,4641
478,▁on,▁on,O,O,None,None,-1,-1,4642
478,▁July,▁July,B-DATE,B-DATE,"July 31, 1986","July 31, 1986",6,6,4643
478,▁31,▁31,I-DATE,I-DATE,"July 31, 1986","July 31, 1986",6,6,4644
478,",",",",I-DATE,I-DATE,"July 31, 1986","July 31, 1986",6,6,4645
478,▁1986,▁1986,I-DATE,I-DATE,"July 31, 1986","July 31, 1986",6,6,4646
479,▁contacts,▁contacts,O,O,None,None,-1,-1,4647
479,▁that,▁that,O,O,None,None,-1,-1,4648
479,▁is,▁is,O,O,None,None,-1,-1,4649
479,▁created,▁created,O,O,None,None,-1,-1,4650
479,▁in,▁in,O,O,None,None,-1,-1,4651
479,▁last,▁last,B-DATE,B-DATE,last 3 month,last 3 month,5,5,4652
479,▁3,▁3,I-DATE,I-DATE,last 3 month,last 3 month,5,5,4653
479,▁month,▁month,I-DATE,I-DATE,last 3 month,last 3 month,5,5,4654
480,▁contact,▁contact,O,O,None,None,-1,-1,4655
480,▁who,▁who,O,O,None,None,-1,-1,4656
480,▁created,▁created,O,O,None,None,-1,-1,4657
480,▁in,▁in,O,O,None,None,-1,-1,4658
480,▁last,▁last,B-DATE,B-DATE,last month,last month,4,4,4659
480,▁month,▁month,I-DATE,I-DATE,last month,last month,4,4,4660
480,",",",",O,O,None,None,-1,-1,4661
480,▁job,▁job,O,O,None,None,-1,-1,4662
480,▁title,▁title,O,O,None,None,-1,-1,4663
480,▁is,▁is,O,O,None,None,-1,-1,4664
480,▁it,▁it,O,O,None,None,-1,-1,4665
480,▁manager,▁manager,O,O,None,None,-1,-1,4666
480,",",",",O,O,None,None,-1,-1,4667
480,▁prefer,▁prefer,O,O,None,None,-1,-1,4668
480,▁contact,▁contact,O,O,None,None,-1,-1,4669
480,▁by,▁by,O,O,None,None,-1,-1,4670
480,▁email,▁email,O,O,None,None,-1,-1,4671
480,",",",",O,O,None,None,-1,-1,4672
480,▁per,▁per,O,O,None,None,-1,-1,4673
480,fer,fer,O,O,None,None,-1,-1,4674
480,▁meeting,▁meeting,O,O,None,None,-1,-1,4675
480,▁on,▁on,O,O,None,None,-1,-1,4676
480,▁monday,▁monday,B-DATE,B-DATE,monday,monday,22,22,4677
480,",",",",O,O,None,None,-1,-1,4678
480,▁Do,▁Do,O,O,None,None,-1,-1,4679
480,not,not,O,O,None,None,-1,-1,4680
480,allow,allow,O,O,None,None,-1,-1,4681
480,Phone,Phone,O,O,None,None,-1,-1,4682
480,Call,Call,O,O,None,None,-1,-1,4683
480,s,s,O,O,None,None,-1,-1,4684
480,▁is,▁is,O,O,None,None,-1,-1,4685
480,▁true,▁true,O,O,None,None,-1,-1,4686
481,▁account,▁account,O,O,None,None,-1,-1,4687
481,▁nearby,▁nearby,O,O,None,None,-1,-1,4688
481,▁seattle,▁seattle,B-GPE,B-GPE,seattle,seattle,2,2,4689
482,▁What,▁What,O,O,None,None,-1,-1,4690
482,▁client,▁client,O,O,None,None,-1,-1,4691
482,▁profile,▁profile,O,O,None,None,-1,-1,4692
482,▁is,▁is,O,O,None,None,-1,-1,4693
482,▁named,▁named,O,O,None,None,-1,-1,4694
482,▁peter,▁peter,B-PERSON,B-PERSON,peter,peter,5,5,4695
482,?,?,O,O,None,None,-1,-1,4696
483,▁Retrieve,▁Retrieve,O,O,None,None,-1,-1,4697
483,▁all,▁all,O,O,None,None,-1,-1,4698
483,▁customers,▁customers,O,O,None,None,-1,-1,4699
483,▁created,▁created,O,O,None,None,-1,-1,4700
483,▁by,▁by,O,O,None,None,-1,-1,4701
483,▁abc,▁abc,B-ORG,B-ORG,abc,abc,5,5,4702
483,.,.,O,O,None,None,-1,-1,4703
484,▁Which,▁Which,O,O,None,None,-1,-1,4704
484,▁customers,▁customers,O,O,None,None,-1,-1,4705
484,▁do,▁do,O,O,None,None,-1,-1,4706
484,▁allow,▁allow,O,O,None,None,-1,-1,4707
484,▁postal,▁postal,O,O,None,None,-1,-1,4708
484,▁mail,▁mail,O,O,None,None,-1,-1,4709
484,?,?,O,O,None,None,-1,-1,4710
485,▁Find,▁Find,O,O,None,None,-1,-1,4711
485,▁the,▁the,O,O,None,None,-1,-1,4712
485,▁customer,▁customer,O,O,None,None,-1,-1,4713
485,▁whose,▁whose,O,O,None,None,-1,-1,4714
485,▁mobile,▁mobile,O,O,None,None,-1,-1,4715
485,▁phone,▁phone,O,O,None,None,-1,-1,4716
485,▁number,▁number,O,O,None,None,-1,-1,4717
485,▁is,▁is,O,O,None,None,-1,-1,4718
485,▁425,▁425,B-CARDINAL,B-CARDINAL,42540,4254086688,8,8,4719
485,40,40,I-CARDINAL,I-CARDINAL,42540,4254086688,8,8,4720
485,866,866,O,I-CARDINAL,None,4254086688,-1,8,4721
485,88,88,O,I-CARDINAL,None,4254086688,-1,8,4722
486,▁Locate,▁Locate,O,O,None,None,-1,-1,4723
486,▁customers,▁customers,O,O,None,None,-1,-1,4724
486,▁with,▁with,O,O,None,None,-1,-1,4725
486,▁the,▁the,O,O,None,None,-1,-1,4726
486,▁last,▁last,O,B-ORDINAL,None,last,-1,4,4727
486,▁name,▁name,O,O,None,None,-1,-1,4728
486,▁smith,▁smith,O,B-PERSON,None,smith,-1,6,4729
486,.,.,O,O,None,None,-1,-1,4730
487,▁must,▁must,O,O,None,None,-1,-1,4731
487,▁have,▁have,O,O,None,None,-1,-1,4732
487,▁lead,▁lead,O,O,None,None,-1,-1,4733
488,▁customers,▁customers,O,O,None,None,-1,-1,4734
488,▁who,▁who,O,O,None,None,-1,-1,4735
488,▁is,▁is,O,O,None,None,-1,-1,4736
488,▁known,▁known,O,O,None,None,-1,-1,4737
488,▁since,▁since,O,B-DATE,None,since last year,-1,4,4738
488,▁last,▁last,B-DATE,I-DATE,last year,since last year,5,4,4739
488,▁year,▁year,I-DATE,I-DATE,last year,since last year,5,4,4740
489,▁Contacts,▁Contacts,O,O,None,None,-1,-1,4741
489,▁email,▁email,O,O,None,None,-1,-1,4742
489,address,address,O,O,None,None,-1,-1,4743
489,1,1,O,O,None,None,-1,-1,4744
489,▁start,▁start,O,O,None,None,-1,-1,4745
489,▁with,▁with,O,O,None,None,-1,-1,4746
489,▁abc,▁abc,O,O,None,None,-1,-1,4747
490,▁account,▁account,O,O,None,None,-1,-1,4748
490,▁Industry,▁Industry,O,O,None,None,-1,-1,4749
490,▁is,▁is,O,O,None,None,-1,-1,4750
490,▁Entertainment,▁Entertainment,O,O,None,None,-1,-1,4751
490,▁and,▁and,O,O,None,None,-1,-1,4752
490,▁Market,▁Market,O,O,None,None,-1,-1,4753
490,Capital,Capital,O,O,None,None,-1,-1,4754
490,ization,ization,O,O,None,None,-1,-1,4755
490,▁>,▁>,O,B-CARDINAL,None,> 1000M,-1,8,4756
490,▁1000,▁1000,B-CARDINAL,I-CARDINAL,None,> 1000M,-1,8,4757
490,M,M,I-MONEY,I-CARDINAL,None,> 1000M,-1,8,4758
490,▁and,▁and,O,O,None,None,-1,-1,4759
490,▁Annual,▁Annual,O,O,None,None,-1,-1,4760
490,Re,Re,O,O,None,None,-1,-1,4761
490,venue,venue,O,O,None,None,-1,-1,4762
490,▁>,▁>,O,B-MONEY,None,> 100M,-1,15,4763
490,▁100,▁100,B-CARDINAL,I-MONEY,100M,> 100M,16,15,4764
490,M,M,I-CARDINAL,I-MONEY,100M,> 100M,16,15,4765
491,▁contacts,▁contacts,O,O,None,None,-1,-1,4766
491,▁who,▁who,O,O,None,None,-1,-1,4767
491,▁state,▁state,O,O,None,None,-1,-1,4768
491,▁is,▁is,O,O,None,None,-1,-1,4769
491,▁active,▁active,O,O,None,None,-1,-1,4770
491,▁and,▁and,O,O,None,None,-1,-1,4771
491,▁gender,▁gender,O,O,None,None,-1,-1,4772
491,▁is,▁is,O,O,None,None,-1,-1,4773
491,▁male,▁male,O,O,None,None,-1,-1,4774
491,▁and,▁and,O,O,None,None,-1,-1,4775
491,▁birthday,▁birthday,O,O,None,None,-1,-1,4776
491,▁on,▁on,O,O,None,None,-1,-1,4777
491,▁7,▁7,B-DATE,B-DATE,7-31-1986,7-31-1986,12,12,4778
491,-,-,I-DATE,I-DATE,7-31-1986,7-31-1986,12,12,4779
491,31,31,I-DATE,I-DATE,7-31-1986,7-31-1986,12,12,4780
491,-,-,I-DATE,I-DATE,7-31-1986,7-31-1986,12,12,4781
491,1986,1986,I-DATE,I-DATE,7-31-1986,7-31-1986,12,12,4782
492,▁customers,▁customers,O,O,None,None,-1,-1,4783
492,▁that,▁that,O,O,None,None,-1,-1,4784
492,▁identify,▁identify,O,O,None,None,-1,-1,4785
492,▁as,▁as,O,O,None,None,-1,-1,4786
492,▁women,▁women,O,O,None,None,-1,-1,4787
492,▁and,▁and,O,O,None,None,-1,-1,4788
492,▁are,▁are,O,O,None,None,-1,-1,4789
492,▁born,▁born,O,O,None,None,-1,-1,4790
492,▁on,▁on,O,O,None,None,-1,-1,4791
492,▁Christmas,▁Christmas,B-DATE,B-EVENT,Christmas day,Christmas,9,9,4792
492,▁day,▁day,I-DATE,O,Christmas day,None,9,-1,4793
493,▁Name,▁Name,O,O,None,None,-1,-1,4794
493,▁the,▁the,O,O,None,None,-1,-1,4795
493,▁customer,▁customer,O,O,None,None,-1,-1,4796
493,▁with,▁with,O,O,None,None,-1,-1,4797
493,▁something,▁something,B-CARDINAL,O,something less than 30,None,4,-1,4798
493,▁less,▁less,I-CARDINAL,B-CARDINAL,something less than 30,less than 30,4,5,4799
493,▁than,▁than,I-CARDINAL,I-CARDINAL,something less than 30,less than 30,4,5,4800
493,▁30,▁30,I-CARDINAL,I-CARDINAL,something less than 30,less than 30,4,5,4801
493,▁as,▁as,O,O,None,None,-1,-1,4802
493,▁the,▁the,O,O,None,None,-1,-1,4803
493,▁fraud,▁fraud,O,O,None,None,-1,-1,4804
493,▁score,▁score,O,O,None,None,-1,-1,4805
493,.,.,O,O,None,None,-1,-1,4806
494,▁What,▁What,O,O,None,None,-1,-1,4807
494,▁customer,▁customer,O,O,None,None,-1,-1,4808
494,',',O,O,None,None,-1,-1,4809
494,s,s,O,O,None,None,-1,-1,4810
494,▁profile,▁profile,O,O,None,None,-1,-1,4811
494,▁was,▁was,O,O,None,None,-1,-1,4812
494,▁created,▁created,O,O,None,None,-1,-1,4813
494,▁sometime,▁sometime,O,O,None,None,-1,-1,4814
494,▁between,▁between,B-DATE,B-DATE,between 2018 and 2020,between 2018 and 2020,8,8,4815
494,▁2018,▁2018,I-DATE,I-DATE,between 2018 and 2020,between 2018 and 2020,8,8,4816
494,▁and,▁and,I-DATE,I-DATE,between 2018 and 2020,between 2018 and 2020,8,8,4817
494,▁2020,▁2020,I-DATE,I-DATE,between 2018 and 2020,between 2018 and 2020,8,8,4818
494,?,?,O,O,None,None,-1,-1,4819
495,▁contacts,▁contacts,O,O,None,None,-1,-1,4820
495,▁whose,▁whose,O,O,None,None,-1,-1,4821
495,▁birthday,▁birthday,O,O,None,None,-1,-1,4822
495,▁is,▁is,O,O,None,None,-1,-1,4823
495,▁in,▁in,O,O,None,None,-1,-1,4824
495,▁next,▁next,B-DATE,B-DATE,next month,next month,5,5,4825
495,▁month,▁month,I-DATE,I-DATE,next month,next month,5,5,4826
496,▁contact,▁contact,O,O,None,None,-1,-1,4827
496,▁whose,▁whose,O,O,None,None,-1,-1,4828
496,▁Marital,▁Marital,O,O,None,None,-1,-1,4829
496,▁Status,▁Status,O,O,None,None,-1,-1,4830
496,▁is,▁is,O,O,None,None,-1,-1,4831
496,▁married,▁married,O,O,None,None,-1,-1,4832
497,▁Which,▁Which,O,O,None,None,-1,-1,4833
497,▁customers,▁customers,O,O,None,None,-1,-1,4834
497,▁are,▁are,O,O,None,None,-1,-1,4835
497,▁in,▁in,O,O,None,None,-1,-1,4836
497,▁segment,▁segment,O,O,None,None,-1,-1,4837
497,▁O,▁O,B-ORG,B-ORG,O,O365,5,5,4838
497,365,365,O,I-ORG,None,O365,-1,5,4839
497,?,?,O,O,None,None,-1,-1,4840
498,▁Contacts,▁Contacts,O,O,None,None,-1,-1,4841
498,▁Email,▁Email,O,O,None,None,-1,-1,4842
498,▁contains,▁contains,O,O,None,None,-1,-1,4843
498,▁abc,▁abc,O,O,None,None,-1,-1,4844
499,▁Show,▁Show,O,O,None,None,-1,-1,4845
499,▁the,▁the,O,O,None,None,-1,-1,4846
499,▁customer,▁customer,O,O,None,None,-1,-1,4847
499,▁whose,▁whose,O,O,None,None,-1,-1,4848
499,▁full,▁full,O,O,None,None,-1,-1,4849
499,▁name,▁name,O,O,None,None,-1,-1,4850
499,▁is,▁is,O,O,None,None,-1,-1,4851
499,▁abc,▁abc,B-ORG,B-ORG,abc,abc,7,7,4852
499,▁and,▁and,O,O,None,None,-1,-1,4853
499,▁who,▁who,O,O,None,None,-1,-1,4854
499,▁has,▁has,O,O,None,None,-1,-1,4855
499,▁microsoft,▁microsoft,B-ORG,B-ORG,microsoft,microsoft,11,11,4856
499,▁as,▁as,O,O,None,None,-1,-1,4857
499,▁their,▁their,O,O,None,None,-1,-1,4858
499,▁company,▁company,O,O,None,None,-1,-1,4859
499,.,.,O,O,None,None,-1,-1,4860
500,▁425,▁425,O,O,None,None,-1,-1,4861
500,222,222,O,O,None,None,-1,-1,4862
500,3333,3333,O,O,None,None,-1,-1,4863
500,▁is,▁is,O,O,None,None,-1,-1,4864
500,▁the,▁the,O,O,None,None,-1,-1,4865
500,▁home,▁home,O,O,None,None,-1,-1,4866
500,▁phone,▁phone,O,O,None,None,-1,-1,4867
500,▁number,▁number,O,O,None,None,-1,-1,4868
500,▁for,▁for,O,O,None,None,-1,-1,4869
500,▁which,▁which,O,O,None,None,-1,-1,4870
500,▁customer,▁customer,O,O,None,None,-1,-1,4871
500,?,?,O,O,None,None,-1,-1,4872
501,▁china,▁china,B-GPE,O,china,None,0,-1,4873
501,▁is,▁is,O,O,None,None,-1,-1,4874
501,▁the,▁the,O,O,None,None,-1,-1,4875
501,▁nationality,▁nationality,O,O,None,None,-1,-1,4876
501,▁of,▁of,O,O,None,None,-1,-1,4877
501,▁which,▁which,O,O,None,None,-1,-1,4878
501,▁customers,▁customers,O,O,None,None,-1,-1,4879
501,?,?,O,O,None,None,-1,-1,4880
502,▁account,▁account,O,O,None,None,-1,-1,4881
502,▁which,▁which,O,O,None,None,-1,-1,4882
502,▁is,▁is,O,O,None,None,-1,-1,4883
502,▁private,▁private,O,O,None,None,-1,-1,4884
502,▁company,▁company,O,O,None,None,-1,-1,4885
502,▁and,▁and,O,O,None,None,-1,-1,4886
502,▁sales,▁sales,O,O,None,None,-1,-1,4887
502,revenue,revenue,O,O,None,None,-1,-1,4888
502,▁larger,▁larger,B-QUANTITY,B-MONEY,larger than 100m,larger than 100m,8,8,4889
